epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
69,1569.56,1.25321,1.06223,1.45816,0.59026,0.67155,0.66687,0.32792,1.70507,1.37533,1.86849,0.000879713,0.000879713,0.000879713
70,1591.04,1.25226,1.06942,1.4583,0.63176,0.66487,0.6811,0.34424,1.66907,1.35079,1.86302,0.000876305,0.000876305,0.000876305
71,1614.7,1.26615,1.04536,1.45918,0.62586,0.65368,0.66693,0.3328,1.72875,1.39146,1.86367,0.000872857,0.000872857,0.000872857
72,1636.2,1.24646,1.05032,1.4458,0.64889,0.6413,0.69205,0.34915,1.67229,1.36313,1.83436,0.000869368,0.000869368,0.000869368
73,1659.88,1.23882,1.03342,1.43719,0.60957,0.63094,0.65736,0.33022,1.68737,1.42382,1.82962,0.000865839,0.000865839,0.000865839
74,1681.41,1.24943,1.02086,1.44172,0.63197,0.65787,0.68519,0.34141,1.71111,1.36118,1.84161,0.000862271,0.000862271,0.000862271
75,1703.67,1.24891,1.01035,1.4366,0.67408,0.60489,0.67423,0.34259,1.65477,1.41637,1.79628,0.000858664,0.000858664,0.000858664
76,1725.68,1.2314,1.01602,1.43159,0.55175,0.6542,0.6493,0.31779,1.70962,1.40645,1.86898,0.000855018,0.000855018,0.000855018
77,1747.37,1.21425,1.01096,1.42205,0.60216,0.63483,0.64899,0.31729,1.71515,1.40977,1.87688,0.000851333,0.000851333,0.000851333
78,1770.37,1.21853,0.98375,1.41632,0.64296,0.64689,0.68148,0.34061,1.72934,1.41343,1.91685,0.000847611,0.000847611,0.000847611
79,1791.87,1.20808,0.99078,1.41974,0.6563,0.6145,0.65881,0.33173,1.74689,1.3924,1.90487,0.000843851,0.000843851,0.000843851
80,1815.24,1.2113,0.99362,1.40995,0.65533,0.64267,0.67525,0.32971,1.73151,1.38489,1.88874,0.000840054,0.000840054,0.000840054
81,1836.53,1.22481,0.98337,1.42533,0.63722,0.57914,0.62986,0.31965,1.74288,1.44045,1.88932,0.00083622,0.00083622,0.00083622
82,1859.58,1.1942,0.96136,1.40728,0.64543,0.66443,0.67776,0.32795,1.72641,1.35584,1.91076,0.000832349,0.000832349,0.000832349
83,1881.13,1.208,0.98609,1.41866,0.66369,0.64999,0.67169,0.34665,1.66755,1.35514,1.81805,0.000828443,0.000828443,0.000828443
84,1904.79,1.19222,0.96256,1.40535,0.63129,0.65878,0.68413,0.34222,1.69772,1.31851,1.87064,0.000824502,0.000824502,0.000824502
85,1926.87,1.19245,0.95098,1.41496,0.6233,0.6141,0.63787,0.32147,1.71471,1.3847,1.89213,0.000820525,0.000820525,0.000820525
86,1950.69,1.2006,0.94884,1.40627,0.6645,0.6139,0.68557,0.34288,1.71254,1.34687,1.87529,0.000816514,0.000816514,0.000816514
87,1973.41,1.1912,0.95776,1.40077,0.65379,0.66534,0.67475,0.33458,1.71796,1.34731,1.89226,0.000812468,0.000812468,0.000812468
88,1995.86,1.18209,0.95172,1.39837,0.6478,0.60414,0.66015,0.32717,1.68735,1.35295,1.87772,0.000808389,0.000808389,0.000808389
89,2018.23,1.16516,0.92133,1.38059,0.63927,0.67961,0.68307,0.34968,1.68137,1.31044,1.84413,0.000804277,0.000804277,0.000804277
90,2040.39,1.16626,0.92148,1.3906,0.62084,0.65996,0.69589,0.35428,1.67206,1.33547,1.87082,0.000800131,0.000800131,0.000800131
91,2063.76,1.1676,0.91409,1.37691,0.62585,0.62755,0.66513,0.32867,1.72848,1.41352,1.89113,0.000795954,0.000795954,0.000795954
92,2086.04,1.17239,0.9268,1.3876,0.64048,0.64899,0.68535,0.34902,1.67469,1.3574,1.84546,0.000791744,0.000791744,0.000791744
93,2110.31,1.16134,0.90966,1.39309,0.64091,0.60988,0.64518,0.32479,1.72632,1.37952,1.90864,0.000787503,0.000787503,0.000787503
94,2131.84,1.16003,0.90366,1.37735,0.6485,0.62777,0.65801,0.32922,1.72304,1.37636,1.90675,0.000783231,0.000783231,0.000783231
95,2155.04,1.14625,0.90098,1.36444,0.66719,0.61958,0.67016,0.32699,1.78018,1.33747,1.94316,0.000778929,0.000778929,0.000778929
96,2176.34,1.13444,0.89327,1.36905,0.65976,0.62739,0.68691,0.33919,1.73405,1.33854,1.91234,0.000774596,0.000774596,0.000774596
97,2199.69,1.14173,0.88968,1.37217,0.69038,0.64555,0.70024,0.35269,1.71664,1.30225,1.8906,0.000770234,0.000770234,0.000770234
98,2221.48,1.14016,0.89074,1.35898,0.59796,0.65899,0.66032,0.32071,1.76427,1.35741,1.94099,0.000765843,0.000765843,0.000765843
99,2244.09,1.1278,0.89299,1.35817,0.66697,0.61615,0.67523,0.33221,1.77067,1.37384,1.95084,0.000761423,0.000761423,0.000761423
100,2265.83,1.11705,0.85102,1.33441,0.62941,0.61626,0.66007,0.32632,1.76805,1.37369,1.93993,0.000756976,0.000756976,0.000756976
101,2287.67,1.11934,0.86603,1.3442,0.64781,0.64132,0.67079,0.33574,1.7537,1.34723,1.92555,0.0007525,0.0007525,0.0007525
102,2310.81,1.1103,0.85992,1.33555,0.59623,0.65677,0.67913,0.33782,1.75959,1.3508,1.92527,0.000747997,0.000747997,0.000747997
103,2332.49,1.10734,0.85518,1.338,0.64898,0.65722,0.67637,0.34696,1.74693,1.34698,1.92869,0.000743468,0.000743468,0.000743468
104,2356.82,1.08549,0.83533,1.33315,0.62885,0.65852,0.67542,0.3456,1.74585,1.34121,1.91761,0.000738913,0.000738913,0.000738913
105,2378.94,1.08992,0.84028,1.32896,0.64416,0.6364,0.66945,0.33273,1.75353,1.34824,1.90601,0.000734332,0.000734332,0.000734332
106,2403.45,1.09505,0.83907,1.32357,0.62065,0.6655,0.6761,0.34734,1.74583,1.31982,1.95304,0.000729725,0.000729725,0.000729725
107,2425.53,1.09913,0.84071,1.33151,0.66725,0.61235,0.66001,0.31676,1.79301,1.38942,1.99142,0.000725094,0.000725094,0.000725094
108,2449.16,1.08153,0.81175,1.32589,0.63425,0.66261,0.68308,0.33874,1.77931,1.35931,1.95544,0.000720439,0.000720439,0.000720439
109,2470.87,1.07812,0.80918,1.30186,0.61827,0.65718,0.66889,0.32589,1.78241,1.33349,1.9682,0.000715761,0.000715761,0.000715761
